"","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el9","el11","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","ih1","mh4","es1a","es1b","es2","es3","SAMP_WEIGHT","POP_WEIGHT","leave_type","leave_weeks","unpaid_leave_weeks","pct_unpaid","partner","education","race","job_type","unemploy_reason","zipcode","d4_2","bf1_1"
"543",1,12,1,2,3,1,NA,NA,NA,1,1,"1",1,7,8,0,0,2,1,NA,2,2,2,2,1,2,1,1,4,4,2,4,0.952605640860064,97.1030449868608,"Paid",8,0,0,"Co-parent","High school degree/GED","Black/African American","Government",NA,"10462",NA,"Weeks"
"544",1,1,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,2,12,0.592706619649448,60.4170446648501,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"10026",NA,"Months"
"545",2,12,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,1,1,1,1,2,2,2,3,4,2,1,0.455621915241301,46.4434320299966,"Unpaid",5,NA,NA,"Co-parent","Some college or technical school","White","Private",NA,"11368",NA,"Still breastfeeding"
"546",3,9,1,2,3,1,NA,NA,NA,1,1,"3",0,6,3,6,0,1,1,NA,1,1,1,1,1,2,1,3,3,3,2,5,0.722569180023076,73.6544741962187,"Both",48,6,12,"Co-parent","High school degree/GED","Other","Private",NA,"10031",NA,"Never"
"547",3,6,1,2,3,1,NA,NA,NA,1,1,"3",0,0,6,0,0,2,1,NA,1,2,2,1,1,2,1,3,3,4,2,1,0.544960745877928,55.5501096710712,"Both",12,0,0,"Co-parent","No high school degree","Other","Private",NA,"11206",NA,"Never"
"548",2,8,1,2,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,2,4,4,2,6,1.90313384565076,193.994328296645,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","White","Private","Chose to stay-at-home","11209",NA,"Months"
"549",3,1,2,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,1,77,3.20450525853085,326.648515327722,NA,NA,NA,NA,"Co-parent","No high school degree","Asian",NA,NA,"11373",NA,"Never"
"550",2,11,1,1,2,1,NA,NA,NA,1,1,"3",2,1,1,0,0,1,1,NA,2,1,1,1,2,2,1,2,4,4,2,12,0.496899368548973,50.6510140907737,"Both",12,0,0,"Co-parent","Four year college or higher","White","Private",NA,"07094",NA,"Months"
"551",2,2,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,77,2.26061518670548,230.43388445029,NA,NA,NA,NA,"Co-parent","Four year college or higher","Black/African American",NA,NA,"32566",NA,"Never"
"552",1,6,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,2,1,1,2,1,3,4,4,2,1,0.567857835818401,57.8841050403939,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","Black/African American",NA,NA,"10031",NA,"Months"
"553",1,9,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,1,77,2.11296878285188,215.383673974317,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11206",NA,"Months"
"554",1,7,1,1,1,1,NA,NA,NA,1,1,"3",0,0,6,10,0,1,1,NA,1,2,2,2,1,2,1,2,4,4,2,12,0.853754642769328,87.0267526546691,"Both",16,10,62,"Co-parent","Four year college or higher","White","Non-profit",NA,"10027",NA,"Months"
"555",1,1,1,1,2,1,NA,NA,NA,1,2,"1",0,0,6,0,0,1,2,2,NA,NA,NA,NA,NA,NA,2,2,2,77,2,7,0.530816910003699,54.1083698027853,"Paid",6,0,0,"Co-parent","High school degree/GED","Other","Private","Chose to stay-at-home","21205",NA,"Weeks"
"556",1,6,2,2,3,1,NA,NA,NA,1,1,"3",0,4,0,0,0,1,1,NA,1,1,1,2,2,1,1,1,4,4,2,12,0.639025616794994,65.1385322045516,"Both",14,0,0,"Co-parent","Four year college or higher","White","Private",NA,"11377",NA,"Weeks"
"557",1,2,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,77,2,1,1,1,1,4,4,1,1,0.634617358617121,64.6891801602227,"Did not take time off",NA,NA,NA,"Single Parent","High school degree/GED","Black/African American","Private",NA,"11226",NA,"Weeks"
"558",1,9,1,1,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,1,1,4,4,2,11,0.608974341491052,62.0752810410202,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","White","Government","other","22301",NA,"Months"
"559",3,2,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,1,0.82750326226714,84.3508405326606,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"11314",NA,"Months"
"560",1,5,1,1,1,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,1,3,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Self-employed",NA,"11222",NA,"Months"
"561",2,4,1,1,2,1,NA,NA,NA,1,1,"1",0,0,0,0,2,1,1,NA,2,2,2,2,77,2,1,2,4,4,2,12,0.608974341491052,62.0752810410202,"Paid",2,0,0,"Co-parent","Four year college or higher","White","Government",NA,"20002",NA,"Months"
"562",1,11,1,1,3,1,NA,NA,NA,1,2,"1",0,0,6,0,0,2,1,NA,2,1,2,2,1,2,1,3,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",6,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"11215",NA,"Months"
"563",1,1,1,1,3,1,NA,NA,NA,1,1,"1",12,0,8,0,0,2,1,NA,2,2,2,2,1,1,1,1,4,4,2,12,0.294734359098209,30.0434959684342,"Paid",20,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"10029",NA,"Months"
"564",1,8,1,1,3,1,NA,NA,NA,1,1,"1",0,0,4,3,0,2,1,NA,1,1,1,2,1,2,1,1,4,4,2,1,0.773893894088553,78.8862152284659,"Paid",7,3,43,"Co-parent","High school degree/GED","White","Private",NA,"10453",NA,"Months"
"565",4,12,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,1,77,1.80291895608964,183.779008848588,NA,NA,NA,NA,"Single Parent","No high school degree","Other",NA,NA,"10461",NA,"Months"
"566",3,8,1,2,4,2,1,77,2,1,2,"2",NA,NA,NA,NA,NA,2,1,NA,2,1,1,2,2,2,4,4,3,3,1,1,0.760273509061959,77.4978328766863,"Unpaid",48,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11367",NA,"Months"
"567",2,9,1,77,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,3,4,4,1,1,3.27552509279993,333.887861670206,NA,NA,NA,NA,"Co-parent","No high school degree","Asian",NA,NA,"11223",NA,"Less than 1 Week"
"568",1,4,1,1,3,2,2,2,2,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,2,2,1,2,1,1,3,4,1,5,0.972070869890134,99.0872165360445,"Unpaid",24,NA,NA,"Single Parent","No high school degree","Black/African American","Government",NA,"10452",NA,"Weeks"
"569",1,10,1,1,5,2,2,2,2,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,1,2,1,2,3,3,4,2,2,11,0.506656629529559,51.6456121818484,"Unpaid",40,NA,NA,"Co-parent","High school degree/GED","Other","Private",NA,"11357",NA,"Months"
"570",2,9,1,1,2,1,NA,NA,NA,1,1,"3",0,0,0,8,8,2,1,NA,1,2,2,2,1,2,1,2,2,4,2,8,0.516141734300506,52.6124682613976,"Both",16,8,50,"Co-parent","High school degree/GED","Black/African American","Private",NA,"10039",NA,"Months"
"571",3,1,1,2,3,1,NA,NA,NA,1,1,"3",0,0,12,8,0,1,1,NA,1,1,2,2,1,2,3,1,3,4,2,2,0.416606594153242,42.4664384911277,"Both",12,8,67,"Co-parent","High school degree/GED","White","Private",NA,"11365",NA,"Months"
"572",2,4,1,1,4,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,4,0.444330007558677,45.2924010338928,NA,NA,NA,NA,"Single Parent","No high school degree","American Indian/AN",NA,NA,"10303",NA,"Months"
"573",1,10,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,2,1,2,1,2,2,1,2,4,4,2,12,0.853754642769328,87.0267526546691,"Unpaid",14,NA,NA,"Co-parent","Four year college or higher","White","Non-profit",NA,"10011",NA,"Months"
"574",1,1,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,3,1.17867378855164,120.147109155504,NA,NA,NA,NA,"Co-parent","High school degree/GED","Black/African American",NA,NA,"10457",NA,"Months"
"575",3,8,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,2,1,1,1,1,2,2,3,2,4,1,1,0.553557528435732,56.4264153821093,"Unpaid",8,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11231",NA,"Months"
"576",4,7,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,1,1.37666990309963,140.329674525178,NA,NA,NA,NA,"Co-parent","No high school degree","Black/African American",NA,NA,"10458",NA,"Still breastfeeding"
"577",2,4,1,1,4,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,2,10,NA,NA,NA,NA,NA,NA,1,2,4,4,2,8,0.678486788950031,69.1609731923514,"Unpaid",32,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private","other","11212",NA,"Months"
"578",3,7,1,2,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,2,4,0.677617426608437,69.0723554822048,"Did not take time off",NA,NA,NA,"Co-parent","No high school degree","Other","Private","Chose to stay-at-home","11374",NA,"Months"
"579",2,2,1,1,3,1,NA,NA,NA,1,1,"3",2,6,0,2,0,1,1,NA,1,2,2,2,1,2,1,2,4,4,2,99,1.15909602608759,118.151466606535,"Both",10,2,20,"Co-parent","Some college or technical school","Hispanic","Private",NA,"10472",NA,"Months"
"580",1,4,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,1,1,1,2,1,1,1,4,2,3,0.800725659766444,81.6212884192406,"Unpaid",8,NA,NA,"Co-parent","Some college or technical school","Asian","Private",NA,"11229",NA,"Weeks"
"581",3,6,1,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,2,2,1.69401949105228,172.678434593096,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11226",NA,"Still breastfeeding"
"582",4,9,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,77,2,77,0.766460455140679,78.1284939578771,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11377",NA,"Months"
"583",4,1,1,1,2,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,1,5,2,2,2,1,1.10744866670159,112.88683699823,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Native Hawaiian/OPI",NA,"My health issues","11694",NA,"Never"
"584",1,1,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,1.51861979162219,154.79921556069,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","White","Private","Chose to stay-at-home","11214",NA,"Months"
"585",4,8,1,2,3,1,NA,NA,NA,1,1,"1",7,7,0,8,0,1,1,NA,1,2,1,2,2,2,1,4,3,4,2,6,0.356931499224959,36.3835084948445,"Paid",8,8,100,"Co-parent","Some college or technical school","Black/African American","Non-profit",NA,"10031",NA,"Months"
"586",1,4,1,1,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,1,3,1.0118254849684,103.139569378397,"Unpaid",NA,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private","Chose to stay-at-home","10456",NA,"Months"
"587",2,11,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,2,5,1.87337091957397,190.960469766093,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11219",NA,"Months"
"588",1,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,1,2,3.13169076635275,319.226232059189,NA,NA,NA,NA,"Co-parent","Four year college or higher","Asian",NA,NA,"11355",NA,"Months"
"589",2,4,1,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,1,1.66753621977148,169.978884881993,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11228",NA,"Months"
"590",1,2,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,1,1,1,1,1,1,2,4,1,3,0.488927847571422,49.8384438865936,"Unpaid",12,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"11233",NA,"Months"
"591",2,9,1,1,1,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,1,1,2,1,1,2,4,4,4,2,7,0.720958035373122,73.4902435379962,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Non-profit",NA,"92116",NA,"Still breastfeeding"
"592",1,1,1,2,3,1,NA,NA,NA,1,1,"3",3,77,77,4,77,2,1,NA,2,2,2,1,2,1,1,2,4,4,2,12,0.853754642769328,87.0267526546691,"Both",16,4,25,"Co-parent","Four year college or higher","Other","Private",NA,"10017",NA,"Months"
"593",1,11,1,2,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,4,4,4,2,7,0.473588969416665,48.2748884008581,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","White","Private","Chose to stay-at-home","14626",NA,"Months"
"594",3,9,2,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,77,1.75818905520321,179.21950448316,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"10452",NA,"Months"
"595",1,6,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,1,2,1,2,1,1,3,4,1,2,0.531332229418393,54.1608984485978,"Unpaid",6,NA,NA,"Co-parent","High school degree/GED","White","Non-profit",NA,"11206",NA,"Months"
"596",5,8,1,2,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,3,2,10,NA,NA,NA,NA,NA,NA,1,1,1,4,1,4,0.904813599147563,92.2314039033239,"Unpaid",48,NA,NA,"Single Parent","Four year college or higher","Black/African American","Private","other","11207",NA,"Never"
"597",1,10,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,2,77,3.65303732831609,372.369249997195,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"94025",NA,"Months"
"598",1,5,1,1,3,1,NA,NA,NA,1,1,"1",0,0,12,0,0,2,2,2,NA,NA,NA,NA,NA,NA,2,2,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",12,0,0,"Single Parent","Four year college or higher","White","Private","Chose to stay-at-home","11218",NA,"Months"
"599",1,10,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,3,2,2,2,1,2,2,2,1,1,4,4,2,12,0.793413894957552,80.8759698984201,"Unpaid",48,NA,NA,"Co-parent","Four year college or higher","White","Government","Chose to stay-at-home","10025",NA,"Months"
"600",1,2,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,1,2,2,1,4,4,1,1,2.83960902159592,289.453128075303,"Unpaid",4,NA,NA,"Co-parent","Four year college or higher","White","Self-employed",NA,"10456",NA,"Months"
"601",2,11,1,1,2,1,NA,NA,NA,1,1,"1",0,0,77,77,77,1,1,NA,77,2,2,2,77,2,2,2,3,4,2,99,0.644443546870526,65.69080429417,"Paid",6,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"11206",NA,"Still breastfeeding"
"602",3,10,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,1,1,0.348940214793018,35.568923719767,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"11421",NA,"Months"
"603",3,11,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,2,1,0.708076706503336,72.1771962463551,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Asian","Private","Chose to stay-at-home","11590",NA,"Months"
"604",2,8,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,1,77,1,3,2,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",12,NA,NA,"Single Parent","Four year college or higher","White","Non-profit",NA,"10314",NA,"Months"
"605",1,12,1,2,3,1,NA,NA,NA,1,1,"1",0,0,6,8,0,2,1,NA,1,2,1,1,1,2,2,2,3,4,1,1,0.563086491596021,57.3977421292365,"Paid",6,8,133,"Co-parent","High school degree/GED","Black/African American","Government",NA,"11208",NA,"Months"
"606",1,11,1,1,2,1,NA,NA,NA,1,1,"3",2,0,0,5,0,1,1,NA,1,2,1,2,1,2,1,1,3,4,2,4,0.457036401125413,46.5876164443511,"Both",7,5,71,"Co-parent","Four year college or higher","White","Private",NA,"11213",NA,"Months"
"607",1,2,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,2,5,0.500189361837575,50.9863767556654,NA,NA,NA,NA,"Co-parent","High school degree/GED","Black/African American",NA,NA,"11691",NA,"Months"
"608",1,9,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,3,4,NA,1,1,1,1,1,2,2,3,1,3,2,5,0.347206040588242,35.3921521486167,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","Black/African American","Self-employed",NA,"10037",NA,"Months"
"609",2,12,1,1,4,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,1,1,2,1,2,1,2,4,4,1,2,0.801701975746411,81.7208083574582,"Did not take time off",NA,NA,NA,"Single Parent","Some college or technical school","Black/African American","Private",NA,"11234",NA,"Months"
"610",1,7,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,2,10,NA,NA,NA,NA,NA,NA,1,2,4,4,2,1,0.356432664787574,36.3326602311593,"Unpaid",48,NA,NA,"Co-parent","Some college or technical school","White","Private","other","11418",NA,"Months"
"611",1,5,1,2,3,1,NA,NA,NA,1,1,"3",10,0,0,1,0,2,1,NA,2,1,2,2,1,2,1,3,4,4,2,12,0.939657525344752,95.7831898553678,"Both",11,1,9,"Co-parent","Four year college or higher","White","Private",NA,"10025",NA,"Months"
"612",2,4,1,1,3,1,NA,NA,NA,1,1,"1",0,6,0,0,0,1,1,NA,1,1,1,2,2,1,2,3,4,4,2,10,0.590621912521809,60.2045418186389,"Paid",6,0,0,"Co-parent","Four year college or higher","White","Private",NA,"11223",NA,"Months"
"613",1,12,1,2,3,1,NA,NA,NA,1,1,"1",4,0,0,0,0,1,1,NA,1,2,2,1,2,1,1,1,4,4,2,12,0.569559657121992,58.0575787461059,"Paid",12,0,0,"Single Parent","Four year college or higher","Black/African American","Government",NA,"11412",NA,"Weeks"
"614",2,12,1,1,2,1,NA,NA,NA,1,1,"1",9,0,0,3,0,1,1,NA,1,2,1,1,2,1,1,1,4,4,2,12,1.05148907740429,107.182643905192,"Paid",12,3,25,"Co-parent","Four year college or higher","Black/African American","Government",NA,"11233",NA,"Months"
"615",3,6,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,1,2,1,2,1,2,4,4,2,12,0.313887473262057,31.9958523544529,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"10307",NA,"Less than 1 Week"
"616",2,6,1,1,3,1,NA,NA,NA,1,2,"3",2,1,0,16,0,1,1,NA,1,1,2,1,1,2,2,2,4,4,2,6,0.541614153861561,55.208977663051,"Both",16,16,100,"Co-parent","Some college or technical school","Black/African American","Government",NA,"10453",NA,"Months"
"617",3,11,1,1,1,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,1,2,1,1,4,4,2,77,0.580819939412849,59.2053860348247,"Unpaid",14,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"10512",NA,"Never"
"618",1,3,1,1,2,1,NA,NA,NA,1,1,"1",0,0,6,0,0,1,1,NA,1,2,2,2,2,2,1,2,4,4,2,12,0.853754642769328,87.0267526546691,"Paid",12,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10027",NA,"Months"
"619",1,3,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,NA,1,NA,99,1,1,2,1,77,1,2,99,4,2,99,0.499532998305505,50.9194708978281,"Unpaid",NA,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11225",NA,"Months"
"620",3,6,1,1,77,1,NA,NA,NA,1,1,"1",0,0,12,0,0,77,1,NA,77,2,2,2,1,1,3,3,4,4,2,99,1.13119341413355,115.307237612281,"Paid",12,0,0,"Co-parent","Four year college or higher",NA,"Private",NA,"10282",NA,"Months"
"621",1,9,1,1,1,1,NA,NA,NA,1,1,"3",6,77,0,6,0,1,1,NA,1,1,1,1,2,2,1,1,4,4,2,12,0.655329346985773,66.8004390611387,"Both",12,6,50,"Co-parent","Four year college or higher","White","Non-profit",NA,"11215",NA,"Months"
"622",1,3,1,2,3,1,NA,NA,NA,1,1,"1",4,0,0,0,0,1,1,NA,1,2,1,1,2,2,2,2,4,4,2,12,1.16724540641621,118.982166752243,"Paid",4,0,0,"Co-parent","Four year college or higher","Asian","Private",NA,"11366",NA,"Months"
"623",3,2,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,1,1,2,2,2,1,3,3,4,1,4,0.545730473466685,55.6285711975128,"Unpaid",12,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"11236",NA,"Months"
"624",1,6,1,1,3,1,NA,NA,NA,1,1,"99",NA,NA,NA,NA,NA,NA,4,NA,1,2,2,2,2,2,1,4,4,4,2,10,1.72294311506131,175.626739581923,NA,NA,NA,NA,"Co-parent","Some college or technical school","White","Government",NA,"10470",NA,"Months"
"625",1,6,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,1,3,3,4,2,77,0.268127328316087,27.3313309379284,"Unpaid",48,NA,NA,"Co-parent","Some college or technical school","Other","Private","Chose to stay-at-home","11368",NA,"Months"
"626",3,12,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,2,99,3.65303732831609,372.369249997195,NA,NA,NA,NA,"Co-parent","Some college or technical school",NA,NA,NA,"11377",NA,"Months"
"627",1,8,1,1,2,1,NA,NA,NA,1,1,"3",10,2,10,4,0,2,1,NA,2,2,2,2,1,1,1,1,4,4,2,12,0.948199878910441,96.6539473934334,"Both",16,4,25,"Co-parent","Four year college or higher","White","Private",NA,"11216",NA,"Months"
"628",1,7,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,2,10,1.72038412455703,175.365891063501,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"11373",NA,"Weeks"
"629",2,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,2,2,1.87337091957397,190.960469766093,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11205",NA,"Never"
"630",2,10,1,2,3,77,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,2,8,1.63504404590344,166.666822801423,NA,NA,NA,NA,"Co-parent","Some college or technical school","White",NA,NA,"11219",NA,"Never"
"631",3,12,1,2,3,2,2,2,2,1,1,"1",0,0,12,0,0,1,1,NA,1,2,2,2,1,2,1,3,4,4,2,7,0.678155914291208,69.1272457656991,"Paid",12,0,0,"Co-parent","Some college or technical school","Black/African American","Private",NA,"10454",NA,"Less than 1 Week"
"632",2,10,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,2,1,1,2,1,3,1,4,2,1,0.677617426608437,69.0723554822048,"Unpaid",8,NA,NA,"Single Parent","High school degree/GED","Other","Private",NA,"11372",NA,"Months"
"633",3,12,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,2,6,1.40567184245409,143.285962522065,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"10455",NA,"Months"
"634",1,3,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,2,1,1,4,4,2,2,0.653841779036485,66.6488050886899,"Unpaid",12,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"11691",NA,"Months"
"635",4,9,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,4,4,4,2,77,0.455621915241301,46.4434320299966,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Other","Private","Chose to stay-at-home","11370",NA,"Months"
"636",2,9,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,2,1,1,2,1,1,4,4,2,99,1.18200138486074,120.486304852277,"Unpaid",20,NA,NA,"Co-parent","Four year college or higher","White","Government",NA,"10308",NA,"Never"
